locus_tag	ftype	length_bp	gene	EC_number	COG	product
AMANMOLG_02013	CDS	252	relG	3.1.-.-	COG2026	Toxin RelG
AMANMOLG_02014	CDS	282	relF		COG2161	Antitoxin RelF
AMANMOLG_02015	CDS	1812	mrdA	3.4.16.4		Peptidoglycan D,D-transpeptidase MrdA
AMANMOLG_02016	CDS	381		3.1.-.-	COG1848	Ribonuclease VapC13
AMANMOLG_02017	CDS	585				putative protein
AMANMOLG_02018	CDS	858	map	3.4.11.18	COG0024	Methionine aminopeptidase 2
AMANMOLG_02019	CDS	1374	ipuC	6.3.2.-		Glutamate--isopropylamine ligase
AMANMOLG_02020	CDS	729		2.4.2.-	COG2071	Putative glutamine amidotransferase
AMANMOLG_02021	CDS	1368	styD	1.2.1.39		Phenylacetaldehyde dehydrogenase
AMANMOLG_02022	CDS	774	bacC_2	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
AMANMOLG_02023	CDS	216	hypB_1		COG0378	Hydrogenase maturation factor HypB
AMANMOLG_02024	CDS	333	hypB_2			Hydrogenase maturation factor HypB
AMANMOLG_02025	CDS	1119	nixA		COG3376	Nickel transporter NixA
AMANMOLG_02026	CDS	1380	mtr	1.8.1.15	COG1249	Mycothione reductase
AMANMOLG_02027	CDS	1041				hypothetical protein
AMANMOLG_02028	CDS	1848				hypothetical protein
AMANMOLG_02029	CDS	1482	mqo	1.1.5.4	COG0579	putative malate:quinone oxidoreductase
AMANMOLG_02030	CDS	471				hypothetical protein
AMANMOLG_02031	CDS	1890			COG1239	putative protein
AMANMOLG_02032	CDS	624	btuR	2.5.1.17	COG2109	Corrinoid adenosyltransferase
AMANMOLG_02033	CDS	1374	cobB_1	6.3.5.9	COG1797	Hydrogenobyrinate a,c-diamide synthase
AMANMOLG_02034	CDS	1218	cysG_2		COG0007	Siroheme synthase
AMANMOLG_02035	CDS	1593	efpA			putative MFS-type transporter EfpA
AMANMOLG_02036	CDS	1881	proS	6.1.1.15	COG0442	Proline--tRNA ligase
AMANMOLG_02037	CDS	489				hypothetical protein
AMANMOLG_02038	CDS	486				hypothetical protein
AMANMOLG_02039	CDS	552	rimP		COG0779	Ribosome maturation factor RimP
AMANMOLG_02040	CDS	1044	nusA		COG0195	Transcription termination/antitermination protein NusA
AMANMOLG_02041	CDS	2703	infB		COG0532	Translation initiation factor IF-2
AMANMOLG_02042	CDS	552	rbfA		COG0858	Ribosome-binding factor A
AMANMOLG_02043	CDS	1011	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
AMANMOLG_02044	tRNA	75				tRNA-Thr(ggt)
AMANMOLG_02045	CDS	912	ugpA_2		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
AMANMOLG_02046	CDS	828	dasC		COG0395	Diacetylchitobiose uptake system permease protein DasC
AMANMOLG_02047	CDS	1311	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
AMANMOLG_02048	CDS	1083	msiK_1	7.5.2.-	COG3839	Diacetylchitobiose uptake system ATP-binding protein MsiK
AMANMOLG_02049	CDS	750	echA8_2	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
AMANMOLG_02050	CDS	228			COG4118	Antitoxin VapB22
AMANMOLG_02051	CDS	393		3.1.-.-	COG3744	Ribonuclease VapC22
AMANMOLG_02052	CDS	270				hypothetical protein
AMANMOLG_02053	CDS	546				hypothetical protein
AMANMOLG_02054	CDS	888				hypothetical protein
AMANMOLG_02055	CDS	885				hypothetical protein
AMANMOLG_02056	CDS	648				hypothetical protein
AMANMOLG_02057	CDS	789	cas6	3.1.-.-	COG5551	CRISPR-associated endoribonuclease Cas6
AMANMOLG_02058	CDS	2454		3.1.-.-	COG1353	CRISPR system single-strand-specific deoxyribonuclease Cas10/Csm1 (subtype III-A)
AMANMOLG_02059	CDS	375	csm2			CRISPR system Cms protein Csm2
AMANMOLG_02060	CDS	711	csm3	3.1.-.-	COG1337	CRISPR system Cms endoribonuclease Csm3
AMANMOLG_02061	CDS	909	csm4		COG1567	CRISPR system Cms protein Csm4
AMANMOLG_02062	CDS	1128	csm5		COG1332	CRISPR system Cms protein Csm5
AMANMOLG_02063	CDS	1248	csm6	3.1.-.-		CRISPR system endoribonuclease Csm6
AMANMOLG_02064	CDS	1017	cas1	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
AMANMOLG_02065	CDS	342	cas2	3.1.-.-	COG1343	CRISPR-associated endoribonuclease Cas2
	repeat_region	1140				
AMANMOLG_02066	CDS	621				hypothetical protein
AMANMOLG_02067	CDS	1953		1.3.-.-	COG1960	putative acyl-CoA dehydrogenase FadE10
AMANMOLG_02068	CDS	1161			COG4398	putative protein
AMANMOLG_02069	CDS	489				putative protein
AMANMOLG_02070	CDS	1533			COG0477	putative protein
AMANMOLG_02071	CDS	789				putative protein
AMANMOLG_02072	CDS	1320				putative PPE family protein PPE40
AMANMOLG_02073	CDS	276				hypothetical protein
AMANMOLG_02074	CDS	432			COG1846	putative HTH-type transcriptional regulator
AMANMOLG_02075	CDS	867	rlmB	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
AMANMOLG_02076	CDS	285				hypothetical protein
AMANMOLG_02077	CDS	762				putative protein
AMANMOLG_02078	CDS	1131	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
AMANMOLG_02079	CDS	1023				putative protein
AMANMOLG_02080	CDS	1728	fprB	1.18.1.2	COG0493	putative ferredoxin/ferredoxin--NADP reductase
AMANMOLG_02081	CDS	459			COG2764	putative protein
AMANMOLG_02082	CDS	150				hypothetical protein
AMANMOLG_02083	CDS	1473	spmT	3.1.4.12		Sphingomyelinase
AMANMOLG_02084	CDS	1122	citA	2.3.3.16	COG0372	Putative citrate synthase 2
AMANMOLG_02085	CDS	2649			COG2771	Putative HTH-type transcriptional regulator
AMANMOLG_02086	CDS	615				hypothetical protein
AMANMOLG_02087	CDS	318				hypothetical protein
AMANMOLG_02088	CDS	1530		1.14.13.-	COG2072	putative monooxygenase
AMANMOLG_02089	CDS	978		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
AMANMOLG_02090	CDS	1110			COG2771	Putative HTH-type transcriptional regulator
AMANMOLG_02091	CDS	1425		2.3.1.20		Putative diacyglycerol O-acyltransferase
AMANMOLG_02092	CDS	1518	gltA2	2.3.3.16	COG0372	Citrate synthase 1
AMANMOLG_02093	CDS	1608			COG1233	putative protein
AMANMOLG_02094	CDS	264				putative protein
AMANMOLG_02095	CDS	981	arfA		COG2885	Peptidoglycan-binding protein ArfA
AMANMOLG_02096	CDS	153	arfB			putative membrane protein ArfB
AMANMOLG_02097	CDS	528	arfC			putative membrane protein ArfC
AMANMOLG_02098	CDS	1410	prrB	2.7.13.3	COG0642	Sensor-type histidine kinase PrrB
AMANMOLG_02099	CDS	711	prrA			Transcriptional regulatory protein PrrA
AMANMOLG_02100	CDS	1488	accD3	6.4.1.2	COG0777	Putative acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
AMANMOLG_02101	CDS	732	echA6	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA6
AMANMOLG_02102	CDS	1119			COG2220	putative protein
AMANMOLG_02103	CDS	1689	dap_3	3.4.11.19		D-aminopeptidase
AMANMOLG_02104	CDS	2394	ctpE	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
AMANMOLG_02105	CDS	159				hypothetical protein
AMANMOLG_02106	CDS	180				Antitoxin
AMANMOLG_02107	CDS	435				Toxin
AMANMOLG_02108	CDS	774			COG3324	Putative glyoxylase CFP32
AMANMOLG_02109	CDS	474				hypothetical protein
AMANMOLG_02110	CDS	231				hypothetical protein
AMANMOLG_02111	CDS	1509		1.13.11.-	COG3670	Carotenoid cleavage oxygenase
AMANMOLG_02112	CDS	1239				hypothetical protein
AMANMOLG_02113	CDS	1272				putative PPE family protein PPE29
AMANMOLG_02114	CDS	300				hypothetical protein
AMANMOLG_02115	CDS	1782	betS			Glycine betaine/proline betaine transporter BetS
AMANMOLG_02116	CDS	258				hypothetical protein
AMANMOLG_02117	CDS	456				hypothetical protein
AMANMOLG_02118	CDS	501				hypothetical protein
AMANMOLG_02119	tRNA	74				tRNA-Arg(cct)
AMANMOLG_02120	CDS	1320				IS256 family transposase IS1554
AMANMOLG_02121	CDS	582			COG2452	putative protein
AMANMOLG_02122	CDS	1653				IS607 family transposase IS1535
AMANMOLG_02123	CDS	1065				hypothetical protein
AMANMOLG_02124	CDS	1287	mntH		COG1914	Divalent metal cation transporter MntH
AMANMOLG_02125	CDS	738	rosB	2.6.1.114		8-demethyl-8-aminoriboflavin-5'-phosphate synthase
AMANMOLG_02126	CDS	1077	ord_1	1.4.1.26		2,4-diaminopentanoate dehydrogenase
AMANMOLG_02127	CDS	792		1.-.-.-		putative oxidoreductase
AMANMOLG_02128	CDS	1113	pstS3		COG0226	Phosphate-binding protein PstS 3
AMANMOLG_02129	CDS	975	pstC2		COG0573	Phosphate transport system permease protein PstC 2
AMANMOLG_02130	CDS	915	pstA1		COG0581	Phosphate transport system permease protein PstA 1
AMANMOLG_02131	CDS	1995	pknD_1	2.7.11.1	COG0515	Serine/threonine-protein kinase PknD
AMANMOLG_02132	CDS	1113	pstS2		COG0226	Phosphate-binding protein PstS 2
AMANMOLG_02133	CDS	831	pstB2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 2
AMANMOLG_02134	CDS	1125	pstS1		COG0226	Phosphate-binding protein PstS 1
AMANMOLG_02135	CDS	1017	pstC1		COG0573	Phosphate transport system permease protein PstC 1
AMANMOLG_02136	CDS	906	pstA2		COG0581	Phosphate transport system permease protein PstA 2
AMANMOLG_02137	CDS	822	mku		COG1273	Non-homologous end joining protein Ku
AMANMOLG_02138	CDS	2280	ligD_2		COG1793	Multifunctional non-homologous end joining DNA repair protein LigD
AMANMOLG_02139	CDS	1935				hypothetical protein
AMANMOLG_02140	CDS	867			COG2141	putative protein
AMANMOLG_02141	CDS	765				hypothetical protein
AMANMOLG_02142	CDS	1041				hypothetical protein
AMANMOLG_02143	CDS	477	fpg2		COG0266	putative formamidopyrimidine-DNA glycosylase-like protein
AMANMOLG_02144	CDS	762		1.-.-.-	COG1028	putative oxidoreductase
AMANMOLG_02145	CDS	1662	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
AMANMOLG_02146	CDS	273		5.4.99.5	COG1605	Intracellular chorismate mutase
AMANMOLG_02147	CDS	2316	uvrD1	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD1
AMANMOLG_02148	CDS	999				hypothetical protein
AMANMOLG_02149	CDS	1164	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
AMANMOLG_02150	CDS	903	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
AMANMOLG_02151	CDS	849			COG2141	putative protein
AMANMOLG_02152	CDS	912				34 kDa antigenic protein 
AMANMOLG_02153	CDS	1359				putative protein
AMANMOLG_02154	CDS	648	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
AMANMOLG_02155	CDS	1572	purH		COG0138	Bifunctional purine biosynthesis protein PurH
AMANMOLG_02156	CDS	1380				hypothetical protein
AMANMOLG_02157	CDS	2019			COG4867	putative protein
AMANMOLG_02158	CDS	222				hypothetical protein
AMANMOLG_02159	CDS	384	vapC9_2	3.1.-.-	COG4113	Ribonuclease VapC9
AMANMOLG_02160	CDS	348				hypothetical protein
AMANMOLG_02161	CDS	675				hypothetical protein
AMANMOLG_02162	CDS	141				hypothetical protein
AMANMOLG_02163	CDS	963				hypothetical protein
AMANMOLG_02164	CDS	420				hypothetical protein
AMANMOLG_02165	CDS	603				putative protein
AMANMOLG_02166	CDS	360	csoR_1		COG1937	Copper-sensing transcriptional repressor CsoR
AMANMOLG_02167	CDS	297				putative protein
AMANMOLG_02168	CDS	2379	ctpV	7.2.2.8	COG2217	putative copper-exporting P-type ATPase V
AMANMOLG_02169	CDS	633				putative protein
AMANMOLG_02170	CDS	810	fadB	4.2.1.17	COG1024	putative enoyl-CoA hydratase
AMANMOLG_02171	CDS	1167		1.3.99.-	COG1960	Acyl-CoA dehydrogenase fadE12
AMANMOLG_02172	CDS	2004	accA1_1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
AMANMOLG_02173	CDS	1596	accD5_2	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
AMANMOLG_02174	CDS	1149	mmgC_4	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
AMANMOLG_02175	CDS	1683				hypothetical protein
AMANMOLG_02176	CDS	663				hypothetical protein
AMANMOLG_02177	CDS	948				hypothetical protein
AMANMOLG_02178	CDS	183				hypothetical protein
AMANMOLG_02179	CDS	1389	aroG	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase AroG
AMANMOLG_02180	CDS	507		3.1.13.-		3'-5' exoribonuclease
AMANMOLG_02181	CDS	939				hypothetical protein
AMANMOLG_02182	CDS	1284		2.4.1.-		Polyprenol-phosphate-mannose-dependent alpha-(1-2)-phosphatidylinositol mannoside mannosyltransferase
AMANMOLG_02183	CDS	744				hypothetical protein
AMANMOLG_02184	CDS	396				hypothetical protein
AMANMOLG_02185	CDS	1137				hypothetical protein
AMANMOLG_02186	CDS	435				hypothetical protein
AMANMOLG_02187	CDS	390				hypothetical protein
AMANMOLG_02188	CDS	1803		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
AMANMOLG_02189	CDS	1158	pimB	2.4.1.346	COG0438	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
AMANMOLG_02190	CDS	744				hypothetical protein
AMANMOLG_02191	CDS	1182				hypothetical protein
AMANMOLG_02192	CDS	279				hypothetical protein
AMANMOLG_02193	CDS	1944		3.1.-.-	COG0322	Putative bifunctional exonuclease/endonuclease protein
AMANMOLG_02194	CDS	1044	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
AMANMOLG_02195	CDS	543	ctaE	1.9.3.1	COG1845	putative cytochrome c oxidase subunit 3
AMANMOLG_02196	CDS	843	qcrC	7.1.1.8	COG2010	Cytochrome bc1 complex cytochrome c subunit
AMANMOLG_02197	CDS	1290	qcrA		COG0723	Cytochrome bc1 complex Rieske iron-sulfur subunit
AMANMOLG_02198	CDS	1650	qcrB	7.1.1.8	COG1290	Cytochrome bc1 complex cytochrome b subunit
AMANMOLG_02199	CDS	645				putative protein
AMANMOLG_02200	CDS	900	mmpS3_2			putative transport accessory protein MmpS3
AMANMOLG_02201	CDS	420	ctaF	1.9.3.1		Cytochrome c oxidase polypeptide 4
AMANMOLG_02202	CDS	987	ctaC	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
AMANMOLG_02203	CDS	1959	asnB	6.3.5.4	COG0367	Putative asparagine synthetase [glutamine-hydrolyzing]
AMANMOLG_02204	CDS	975	adoK	2.7.1.20	COG0524	Adenosine kinase
AMANMOLG_02205	CDS	693				putative protein
AMANMOLG_02206	CDS	357				Protein
AMANMOLG_02207	CDS	1146			COG1929	putative protein
AMANMOLG_02208	CDS	495				putative protein
AMANMOLG_02209	CDS	93				hypothetical protein
AMANMOLG_02210	CDS	1086	cobT	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
AMANMOLG_02211	CDS	747	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
AMANMOLG_02212	CDS	1539				hypothetical protein
AMANMOLG_02213	CDS	1107	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
AMANMOLG_02214	CDS	1104	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
AMANMOLG_02215	CDS	1167				putative protein
AMANMOLG_02216	CDS	1548	pepA	3.4.11.1	COG0260	putative cytosol aminopeptidase
AMANMOLG_02217	CDS	1779	ephD_2	1.-.-.-	COG1028	putative oxidoreductase EphD
AMANMOLG_02218	CDS	1662	dlaT	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
AMANMOLG_02219	CDS	906			COG1090	Epimerase family protein
AMANMOLG_02220	CDS	693	lipB	2.3.1.181	COG0321	Octanoyltransferase
AMANMOLG_02221	CDS	936	lipA	2.8.1.8	COG0320	Lipoyl synthase
AMANMOLG_02222	CDS	753				putative protein
AMANMOLG_02223	CDS	423				hypothetical protein
AMANMOLG_02224	CDS	1437	glnA1	6.3.1.2	COG0174	Glutamine synthetase
AMANMOLG_02225	CDS	2985	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
AMANMOLG_02226	CDS	1341	glnA2	6.3.1.2	COG0174	Glutamine synthetase
AMANMOLG_02227	CDS	1554	caeB_2	3.1.1.-		Carboxylesterase B
AMANMOLG_02228	CDS	1557	caeA	3.1.1.-		Carboxylesterase A
AMANMOLG_02229	CDS	846	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
AMANMOLG_02230	CDS	1542				putative protein
AMANMOLG_02231	CDS	228				hypothetical protein
AMANMOLG_02232	CDS	486				hypothetical protein
AMANMOLG_02233	CDS	1095			COG0328	Bifunctional protein
AMANMOLG_02234	CDS	738			COG1579	putative protein
AMANMOLG_02235	CDS	1140			COG0327	GTP cyclohydrolase 1 type 2 
AMANMOLG_02236	CDS	1095		2.6.1.-	COG0079	putative aminotransferase
AMANMOLG_02237	CDS	633			COG0546	putative protein
AMANMOLG_02238	CDS	492	ptpA	3.1.3.48	COG0394	putative low molecular weight protein-tyrosine-phosphatase
AMANMOLG_02239	CDS	816			COG3346	putative SURF1-like protein
AMANMOLG_02240	CDS	960	cobD		COG1270	Cobalamin biosynthesis protein CobD
AMANMOLG_02241	CDS	816			COG3662	putative protein
AMANMOLG_02242	CDS	126				hypothetical protein
AMANMOLG_02243	tRNA	74				tRNA-Val(tac)
AMANMOLG_02244	CDS	462	ahpE	1.11.1.15	COG1225	Alkyl hydroperoxide reductase E
AMANMOLG_02245	CDS	423				putative protein
AMANMOLG_02246	CDS	591				putative protein
AMANMOLG_02247	CDS	2793	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
AMANMOLG_02248	CDS	1245			COG2508	putative protein
AMANMOLG_02249	CDS	909	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
AMANMOLG_02250	CDS	348	acpM		COG0236	Meromycolate extension acyl carrier protein
AMANMOLG_02251	CDS	1251	kasA	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
AMANMOLG_02252	CDS	1317	kasB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
AMANMOLG_02253	CDS	1422	accD6	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 6
AMANMOLG_02254	CDS	888				hypothetical protein
AMANMOLG_02255	CDS	1545	glpD1	1.1.5.3	COG0578	Glycerol-3-phosphate dehydrogenase 1
AMANMOLG_02256	CDS	570				putative HTH-type transcriptional regulator
AMANMOLG_02257	CDS	1590				hypothetical protein
AMANMOLG_02258	CDS	930	dagK	2.7.1.107	COG1597	Diacylglycerol kinase
AMANMOLG_02259	CDS	504				hypothetical protein
AMANMOLG_02260	CDS	411				hypothetical protein
AMANMOLG_02261	CDS	219				hypothetical protein
AMANMOLG_02262	CDS	513				hypothetical protein
AMANMOLG_02263	CDS	819				hypothetical protein
AMANMOLG_02264	CDS	1062	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
AMANMOLG_02265	CDS	1086		1.1.1.306		S-(hydroxymethyl)mycothiol dehydrogenase
AMANMOLG_02266	CDS	636	gloB_4	3.1.2.6		Hydroxyacylglutathione hydrolase
AMANMOLG_02267	CDS	1521	lnt	2.3.1.269		Apolipoprotein N-acyltransferase
AMANMOLG_02268	CDS	954				hypothetical protein
AMANMOLG_02269	CDS	1779	dnaK_2			Chaperone protein DnaK
AMANMOLG_02270	CDS	1230				hypothetical protein
AMANMOLG_02271	CDS	1287		1.14.15.14	COG2124	Methyl-branched lipid omega-hydroxylase
AMANMOLG_02272	CDS	1167				hypothetical protein
AMANMOLG_02273	CDS	1470				hypothetical protein
AMANMOLG_02274	CDS	528				hypothetical protein
AMANMOLG_02275	CDS	300				putative protein
AMANMOLG_02276	CDS	369			COG2149	putative protein
AMANMOLG_02277	CDS	330				hypothetical protein
AMANMOLG_02278	CDS	870		2.3.2.21		Cyclo(L-tyrosyl-L-tyrosyl) synthase
AMANMOLG_02279	CDS	1191		1.14.19.70		Mycocyclosin synthase
AMANMOLG_02280	CDS	915			COG0584	putative protein
AMANMOLG_02281	CDS	1380		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
AMANMOLG_02282	CDS	1659				hypothetical protein
AMANMOLG_02283	CDS	804				putative HTH-type transcriptional regulator
AMANMOLG_02284	CDS	282				hypothetical protein
AMANMOLG_02285	CDS	1131				hypothetical protein
AMANMOLG_02286	tRNA	100				tRNA-His(gtg)
AMANMOLG_02287	CDS	795				hypothetical protein
AMANMOLG_02288	CDS	372				hypothetical protein
AMANMOLG_02289	CDS	261				hypothetical protein
AMANMOLG_02290	CDS	390	lprJ_2			Putative lipoprotein LprJ
AMANMOLG_02291	CDS	294				hypothetical protein
AMANMOLG_02292	CDS	918	folD		COG0190	Bifunctional protein FolD protein
AMANMOLG_02293	CDS	276	relJ		COG2161	Antitoxin RelJ
AMANMOLG_02294	CDS	258	relK	3.1.-.-	COG4115	Toxin RelK
AMANMOLG_02295	CDS	1191		1.16.1.-	COG0446	Metal reductase
AMANMOLG_02296	CDS	369		3.6.3.-	COG0842	ABC transporter ATP-binding/permease protein
AMANMOLG_02297	CDS	552	mfpA		COG1357	Pentapeptide repeat protein MfpA
AMANMOLG_02298	CDS	582				hypothetical protein
AMANMOLG_02299	CDS	369				hypothetical protein
AMANMOLG_02300	CDS	393			COG2018	Serine protease inhibitor
AMANMOLG_02301	CDS	2625				hypothetical protein
AMANMOLG_02302	CDS	465	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
AMANMOLG_02303	CDS	1776				hypothetical protein
AMANMOLG_02304	CDS	645				hypothetical protein
AMANMOLG_02305	CDS	411				hypothetical protein
AMANMOLG_02306	CDS	150				hypothetical protein
AMANMOLG_02307	CDS	3240	dnaE2	2.7.7.7	COG0587	Error-prone DNA polymerase
AMANMOLG_02308	CDS	1341		2.3.1.20		Putative diacyglycerol O-acyltransferase
AMANMOLG_02309	CDS	1176	otsB	3.1.3.12	COG0637	Trehalose-phosphate phosphatase
AMANMOLG_02310	CDS	105				hypothetical protein
AMANMOLG_02311	CDS	627	crt_1	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
AMANMOLG_02312	CDS	246				hypothetical protein
AMANMOLG_02313	CDS	1440	amiD_2	3.5.1.4	COG0154	Putative amidase AmiD
AMANMOLG_02314	CDS	654		3.1.-.-	COG1011	Phosphatase
AMANMOLG_02315	CDS	1506		5.5.1.16		Type B diterpene cyclase
AMANMOLG_02316	CDS	891		3.1.7.9		Diterpene synthase
AMANMOLG_02317	CDS	1611	dxs_2	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
AMANMOLG_02318	CDS	282	dxs_3	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
AMANMOLG_02319	CDS	990	ispH1	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 1
AMANMOLG_02320	CDS	1053				hypothetical protein
AMANMOLG_02321	CDS	189				hypothetical protein
AMANMOLG_02322	CDS	393		3.1.-.-		Ribonuclease VapC46
AMANMOLG_02323	CDS	276			COG4118	Antitoxin VapB46
AMANMOLG_02324	CDS	780				hypothetical protein
AMANMOLG_02325	CDS	678				ISNCY family transposase ISMav10
AMANMOLG_02326	CDS	1440				hypothetical protein
AMANMOLG_02327	CDS	939	coaA	2.7.1.33	COG1072	Pantothenate kinase
AMANMOLG_02328	CDS	1281	glyA1	2.1.2.1	COG0112	Serine hydroxymethyltransferase 1
AMANMOLG_02329	CDS	828	desA2	1.14.19.-		Putative acyl-[acyl-carrier-protein] desaturase DesA2
AMANMOLG_02330	CDS	1302				hypothetical protein
AMANMOLG_02331	CDS	876				hypothetical protein
AMANMOLG_02332	CDS	660				hypothetical protein
AMANMOLG_02333	CDS	207				hypothetical protein
AMANMOLG_02334	CDS	1425	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
AMANMOLG_02335	CDS	1089	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
AMANMOLG_02336	CDS	579				hypothetical protein
AMANMOLG_02337	CDS	1158			COG0628	Putative transport protein
AMANMOLG_02338	CDS	312	mazF3	3.1.-.-	COG2337	Endoribonuclease MazF3
AMANMOLG_02339	CDS	321	mazE3			Antitoxin MazE3
AMANMOLG_02340	CDS	690	pnbA_1	3.1.1.-	COG2272	Para-nitrobenzyl esterase
AMANMOLG_02341	CDS	516	pnbA_2	3.1.1.-	COG2272	Para-nitrobenzyl esterase
AMANMOLG_02342	CDS	1113			COG0451	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase
AMANMOLG_02343	CDS	258	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
AMANMOLG_02344	CDS	1248	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
AMANMOLG_02345	CDS	573				putative protein
AMANMOLG_02346	CDS	1035	ispH2	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 2
AMANMOLG_02347	CDS	915				hypothetical protein
AMANMOLG_02348	CDS	1074	ychF		COG0012	Ribosome-binding ATPase YchF
AMANMOLG_02349	CDS	198				Antitoxin VapB32
AMANMOLG_02350	CDS	375		3.1.-.-	COG1487	Ribonuclease VapC32
AMANMOLG_02351	CDS	699				hypothetical protein
AMANMOLG_02352	CDS	174				hypothetical protein
AMANMOLG_02353	CDS	276				hypothetical protein
AMANMOLG_02354	CDS	324				hypothetical protein
AMANMOLG_02355	CDS	711				hypothetical protein
AMANMOLG_02356	CDS	210				hypothetical protein
AMANMOLG_02357	CDS	201				hypothetical protein
AMANMOLG_02358	CDS	495				hypothetical protein
AMANMOLG_02359	CDS	1401	zwf1	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 1
AMANMOLG_02360	CDS	1023		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
AMANMOLG_02361	CDS	909	rutD_2	3.5.1.-		Putative aminoacrylate hydrolase RutD
AMANMOLG_02362	CDS	906	ephA_2	3.3.2.10		Epoxide hydrolase A
AMANMOLG_02363	CDS	1230				hypothetical protein
AMANMOLG_02364	CDS	606				hypothetical protein
AMANMOLG_02365	CDS	1473	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
AMANMOLG_02366	CDS	1356				putative protein
AMANMOLG_02367	CDS	1461	prpR		COG1396	HTH-type transcriptional regulator PrpR
AMANMOLG_02368	CDS	1500		4.2.1.79		2-methylcitrate dehydratase
AMANMOLG_02369	CDS	1182	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
AMANMOLG_02370	CDS	1731				hypothetical protein
AMANMOLG_02371	CDS	2280	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
AMANMOLG_02372	CDS	237				hypothetical protein
AMANMOLG_02373	CDS	1857				putative PPE family protein PPE40
AMANMOLG_02374	CDS	243	fadA_2	2.3.1.16		3-ketoacyl-CoA thiolase
